Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score
Random,373259," Don't be a prick. I'm not reading it to annoy you, I enjoy it. Just let me read, please.
",1,0,0,0,3,AUJNGT4ODJ6TE,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPXB863TARAK,0.3
Random,382802," Very pleased you've taken him in, David.  At a time when no-one's job is safe, it really identifies you as a team player.
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3GOI327COFGY5,A2GODV4YZGD8X9,A29B522D0BX6HN,0.7
Random,336645," Neither has his heterosexuality.
",1,0,0,0,5,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,AIPK94CUWL45W,0.5
Random,431031," I'm investigating the death of Fredrica Bimmel. Who are you, please?
",1,0,0,0,7,A233ONYNWKDIYF,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2QH1BQA6GR48O,A2AMGE57IJVSHF,0.7
Random,621241," Don't make me talk, please. I got enough problems just hangin' on.
",1,0,0,0,7,A2VMJFBCB921NI,A2UBXHCHM2I6IL,A38WUWONC7EXTO,A1RT9SQ9D9DLOV,A1Y3Z92RE62NPS,0.7
Random,624189," baby, please, please --
",1,0,0,0,10,A3L8MJ1C4OEDGV,A1BJTTNDDFZ3ZP,A26NYABOD7YBW8,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,1
Random,621240," Just once.  Afterwards, I told him I didn't want to anymore.  I wasn't ready. He got pissed.  Then he broke up with me.
",1,0,0,0,5,A1RPVYUPJZGM9Z,A9Y5N2QRY4PNW,A2YFPO0N4GIS25,A872FSFU7WV6W,A1F4D2PZ7NNWTL,0.5
Random,283751," Mmmm. Hodges, Pierce come closer. Mr. Hill, take hold of the rope please. It's a machine accident. I expect you'll be seeing a good deal of this.
",1,0,0,0,7,ANGX5PAAYGL9P,ANMGOZ451W9ZN,A1KC138MX47DXA,A1F4D2PZ7NNWTL,AZ1RJVNOZFIWV,0.7
Random,475469," Chris, please.  Chris, I'm serious. I won't make it.
",1,0,0,0,7,A233ONYNWKDIYF,A26YKYQIA3GX8B,ATVZXUW7O31EV,A29B522D0BX6HN,AIPK94CUWL45W,0.7
Random,369611," Oh my G-d.  Honey!  Honey's dead?
",1,0,0,0,5,A233ONYNWKDIYF,APDWVWS2HMSFD,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2CE0KVP4A8J8K,0.5
Random,622807," Cameron -- do you like the girl?
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A872FSFU7WV6W,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.5
Random,504145," Shot of vodka, please.
",1,0,0,0,7,A16PRU8T6NZLN5,A233ONYNWKDIYF,AW6UIL04MLQ9N,A2H8VMF0FQIFUM,A1DTQSIIYIZL62,0.7
Random,464033," No... no, please... you cannot...
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,0.7
Random,385256," Do you see, Ben?. I can make him do anything I fuckin' please.
",1,0,0,0,3,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,0.3
Random,311058," Two minutes... and already you're a dead man.  Don't let passion overwhelm you, Colon.
",1,0,0,0,3,A2WMO1T9CJW4YO,A1BQCRF5Q76YFY,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A3SQ6ORWDN5BGZ,0.3
Random,5708," Hey -- I've gotta have a few clients when I get to Wall Street.
",1,0,0,0,5,A1BQCRF5Q76YFY,A6C0ASBUZW3DZ,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A3SQ6ORWDN5BGZ,0.5
Random,438343," Helena, please.  This is out of your hands.
",1,0,0,0,7,A3I83CQLOZRO79,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28ZB4ZB13BWAI,AIPK94CUWL45W,0.7
Random,220127," You think I don't know that?
",1,0,0,0,3,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,ANVEDG15GV3QE,AIPK94CUWL45W,0.3
Random,486504," God... That's in a week!
",1,0,0,0,5,AD317NO9623GZ,A28TXBSZPWMEU9,A28K8ST8B2XU0N,A28ZB4ZB13BWAI,A29B522D0BX6HN,0.5
Random,629225," Chief says -- he has a God.
",1,0,0,0,5,A1QV3X9YMQQ3OQ,AYG3MF094634L,A3TFQK7QK8X6LM,AZOAW8JH5HJJK,A1E2GQZEL6QET9,0.5
Random,377951," Listen Dad, please. Buy IBM, buy Polaroid, buy Apple Computer. No, no. Not yet. Buy Xerox!
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A1GIK4ZW3WYSTU,A3S5L3I8O3Q2G,A2AMGE57IJVSHF,0.7
Random,497049," Yeah.  I'll do that.  As long as you're not patronizing me.
",1,0,0,0,3,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AVHARSCRX7M9E,A13CO3B2BRXQLZ,AEYHIQUDWJ3KV,0.3
Random,493035," No, please, no, God, no!
",1,0,0,0,7,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,0.7
Random,594083," Oh, right, yeah.  two dollars please.
",1,0,0,0,7,A36UK50UE5YFVZ,A3LXBP8T6JMY9B,A2UBXHCHM2I6IL,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,0.7
Random,328975," I can arrange for the Queen to take Fernando and Diego into her service.
",1,0,0,0,5,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A2AMGE57IJVSHF,0.5
Random,393356," Dr. Allen, could you please tell Mr. Kelson what you heard as you tried to enter Mr. Birdson's room?
",1,0,0,0,7,A233ONYNWKDIYF,AW6UIL04MLQ9N,A1BJTTNDDFZ3ZP,A2ULMYRKQMNNFG,A38WUWONC7EXTO,0.7
Random,217424," Uh,  yeah.  We're old friend*
",1,0,0,0,7,A2VMJFBCB921NI,A3LXBP8T6JMY9B,A3EJ5TT2ZGBIDA,A302M81U0HM7RJ,A1F4D2PZ7NNWTL,0.7
Random,630540," Cameron, I'm a little busy
",1,0,0,0,5,A2ZABRSFZKUOKV,AC25X12LNYY6Y,A22CF8BF9YQND7,A13CO3B2BRXQLZ,A3HZVDLYFUZ7KE,0.5
Random,321637," Farm Boy. Fill these with water --  --please.
",1,0,0,0,7,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A3E157ZN8XPUKJ,A26NYABOD7YBW8,A38WUWONC7EXTO,0.7
Random,279097," Yes.  Yes, come with me!
",1,0,0,0,5,A233ONYNWKDIYF,A2ZKDPANCVA690,A22SZHZTF72TRM,AHH34KPTA2LSS,A37ADCYLCSB5O2,0.5
Random,73608,"Very pleased to meet you.
",1,0,0,0,7,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.7
Random,239482," He must be replaced.
",1,0,0,0,3,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPK94CUWL45W,0.3
Random,103616," Will you please go?  An emergency!
",1,0,0,0,7,A233ONYNWKDIYF,A6YO9886DY2SC,A3EJ5TT2ZGBIDA,A1DTQSIIYIZL62,A1Y3Z92RE62NPS,0.7
Random,383951," A glass of champagne, please.
",1,0,0,0,7,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A00613921OIEGJA322163,A19ZT0TQPFA2,0.7
Random,625737," Is that what a good doctor would do? How old are you, please?
",1,0,0,0,7,A2WKPCZU4U110T,A22SZHZTF72TRM,A3L8MJ1C4OEDGV,A3E157ZN8XPUKJ,AC25X12LNYY6Y,0.7
Random,155694," Eastern Europe.  Like what?  Romania? Hungary?
",1,0,0,0,3,A233ONYNWKDIYF,A38WUWONC7EXTO,A1CIIX0CB0GR7H,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.3
Random,169115," But she doesn't want to date.
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,ASDKBXZBSJNZD,A2QH1BQA6GR48O,A19ZT0TQPFA2,0.5
Random,498086," Hey there.  Tired of breathing?
",1,0,0,0,3,A233ONYNWKDIYF,APDWVWS2HMSFD,AD317NO9623GZ,A28TXBSZPWMEU9,AIPK94CUWL45W,0.3
Random,318088," You don't care if I die
",1,0,0,0,3,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A29B522D0BX6HN,A2OXPRC8XC8T5J,A3GLUDQZGEJL5G,0.3
Random,448988," ""Time is money"" -- please.
",1,0,0,0,7,A1T5YMBH35PDBX,A233ONYNWKDIYF,AI4WWBB2PNCKH,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,0.7
Random,625960," Could you come with me please?
",1,0,0,0,7,AYG3MF094634L,A26NYABOD7YBW8,A38WUWONC7EXTO,A872FSFU7WV6W,AEYHIQUDWJ3KV,0.7
Random,624988," Joey Dorsey?  Perma-shit-grin.  I wish I could say he's a moron, but he's number twelve in the class.  And a model.  Mostly regional stuff, but he's rumored to have a big tube sock ad coming out.
",1,0,0,0,3,AYG3MF094634L,AVHARSCRX7M9E,A125P73OQSRNI5,A1DTQSIIYIZL62,AEYHIQUDWJ3KV,0.3
Random,448982," Can we have a hot dog, please, medium rare, and a cup of joe?
",1,0,0,0,7,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,0.7
Random,500465," Unfortunately, Don Colon, that is precisely where our opinions differ...  Are you familiar with the work of Aristotle?  Erathostene?  Ptolemeus?
",1,0,0,0,3,A1T5YMBH35PDBX,AZN83WTGUR1JZ,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A194CUACV9SQ1K,0.3
Random,213245," Would you remove your hat please?
",1,0,0,0,7,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,0.7
Random,460480," You think this'll work?
",1,0,0,0,5,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3GOI327COFGY5,A2AMGE57IJVSHF,0.5
Random,555331," If and when he calls, please don't forget to ask him if he's seen Mantan.
",1,0,0,0,7,A2WMO1T9CJW4YO,A1BQCRF5Q76YFY,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A3SQ6ORWDN5BGZ,0.7
Random,460482," ...would you excuse me, please...
",1,0,0,0,7,A2UFD1I8ZO1V4G,A3Q5YG3X67WHFD,A3EJ5TT2ZGBIDA,A38WUWONC7EXTO,A1DTQSIIYIZL62,0.7
Random,442366," I wish I had that luxury. I'm the only sophomore that got asked to the prom and I can't go, because you won ' t.
",1,0,0,0,7,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A28TXBSZPWMEU9,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.7
Random,287502," No!  The answer is no.  Now please go.  I'm sorry.  Just go, would you.
",1,0,0,0,7,ANMGOZ451W9ZN,AYG3MF094634L,AFFSRVGKGJR00,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,0.7
Random,618725," Harold, please! I'm on the phone.
",1,0,0,0,3,A1R4VG71V6XECZ,A2WKPCZU4U110T,AYG3MF094634L,A26NYABOD7YBW8,A13CO3B2BRXQLZ,0.3
Random,221030," Hello, may I speak to Mitch Brenner, please?  Yes, I'll wait.
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A29B522D0BX6HN,A2OXPRC8XC8T5J,A3GLUDQZGEJL5G,0.7
Random,522511," Alright, cut, cut, cut.
",1,0,0,0,3,A16PRU8T6NZLN5,A233ONYNWKDIYF,A1KC138MX47DXA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.3
Random,497803," New worlds create new people.
",1,0,0,0,5,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,0.5
Random,460330," What...?  Do I have so many already?
",1,0,0,0,3,A233ONYNWKDIYF,AISPSIJ54U4SC,A199E33VY97TR,A3T3VES112CGFO,A1F4D2PZ7NNWTL,0.3
Random,458668," Stop, please! I don't know!
",1,0,0,0,7,A6YO9886DY2SC,A1T546143DSJDI,A3CFNUD7VR2E1E,A2LQ33BQ8G259D,A2UBXHCHM2I6IL,0.7
Random,115921," Seventy --  Dorothy, please!
",1,0,0,0,7,A233ONYNWKDIYF,A2QH1BQA6GR48O,ANVEDG15GV3QE,A29B522D0BX6HN,AIPK94CUWL45W,0.7
Random,89225," You were right, Don Sanchez... His demands could never be granted.
",1,0,0,0,7,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A6YO9886DY2SC,AYG3MF094634L,A1BJTTNDDFZ3ZP,0.7
Random,93100," Oh, please, it was long over by then.  God damn, he made me look like some cheap --
",1,0,0,0,3,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A29B522D0BX6HN,AIPK94CUWL45W,0.3
Random,204900," All right. Will you please sit down now?  Symington says.
",1,0,0,0,7,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.7
Random,257075," Very well.  Mr. Chekov, I need pre-approach scan... Take the science station, please.
",1,0,0,0,7,A233ONYNWKDIYF,A2MWGIVIKOXWYM,A1E0EK09CA5OIO,A38N58BSMTA0BE,AEYHIQUDWJ3KV,0.7
Random,402019," The code key, please...?
",1,0,0,0,7,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2GODV4YZGD8X9,A29B522D0BX6HN,0.7
Random,625730," Tell me something true.
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AVWFW00UYDVUD,AD1IH74UX9IAI,A38N58BSMTA0BE,0.5
Random,543996," You never wanted to go out with 'me, did you?
",1,0,0,0,5,A233ONYNWKDIYF,A6YO9886DY2SC,AYG3MF094634L,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.5
Random,507962," Will you please come with me?
",1,0,0,0,7,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A19ZT0TQPFA2,0.7
Random,6754," I don't want you to wait for me.
",1,0,0,0,7,A2ZABRSFZKUOKV,AC25X12LNYY6Y,A22CF8BF9YQND7,A13CO3B2BRXQLZ,A3HZVDLYFUZ7KE,0.7
Random,42073," Yes, an invitation. I apologize for springing it on you at the last minute, but Mr. Benjamin and I are attending a celebration tonight, and we would be most pleased if you chose to accompany us.  Isn't that right, Mr. Benjamin?
",1,0,0,0,7,A3GEHPUTISVNB4,A3L8MJ1C4OEDGV,A2ULMYRKQMNNFG,A38WUWONC7EXTO,AEYHIQUDWJ3KV,0.7
Random,256895," Your father blamed you for your mother's blindness?
",1,0,0,0,3,AW6UIL04MLQ9N,AYG3MF094634L,A2LBBOZZ22O24L,A1TLLJDX8H4JP1,A1F4D2PZ7NNWTL,0.3
Random,256896," But overall, you're pleased?
",1,0,0,0,5,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.5
Random,625364," Come to the office, please.
",1,0,0,0,7,A233ONYNWKDIYF,AC25X12LNYY6Y,A2UBXHCHM2I6IL,A302M81U0HM7RJ,A22CF8BF9YQND7,0.7
Random,527375," I think I'd better go home now please.
",1,0,0,0,7,AYG3MF094634L,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,A38N58BSMTA0BE,0.7
Random,25622," Now, please, Ninotchka, don't start figuring it out in cows.
",1,0,0,0,7,A049499332VKQ31EB7MV5,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A1ST1WRDA4ALST,A3SQ6ORWDN5BGZ,0.7
Random,475863," Well, I'm the Deputy Chief Fire Marshall and every now and then I'd like to be included in decisions.
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A1YV1767FWKN3T,AIPK94CUWL45W,A19ZT0TQPFA2,0.5
Random,624354," Can we go up to the crime scene?
",1,0,0,0,5,A233ONYNWKDIYF,AO5E3LWBYM72K,A24VFD1THQRMFO,A3E11SHVDD48Z8,A2WZQ92N4809N1,0.5
Random,279547," You tell that to them!
",1,0,0,0,3,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28ZB4ZB13BWAI,A2AMGE57IJVSHF,A29B522D0BX6HN,0.3
Random,219902," Oh, please give me back my dog!
",1,0,0,0,3,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,AIPK94CUWL45W,0.3
Random,497866," The army thinks he was killed in action by the Germans, but I think they did it -- Tex, Gideon and Scobie -- and your husband -- because he wouldn't go along with their scheme to steal the gold. I think he threatened to turn them in and they killed him. I'm trying to prove it. They think I'm working with them. But I'm not, and that's the truth. I'm on your side, Reggie -- please believe that.
",1,0,0,0,3,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A30BBO4BCZVILB,AIPK94CUWL45W,0.3
Random,564956," Oh, no... please... not here.  It looks too dangerous.
",1,0,0,0,7,A1T5YMBH35PDBX,A049499332VKQ31EB7MV5,AO3XB5I5QNNUI,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.7
Random,219905," Present tense, please. Love her. Whatever she is. I'm thinking of her now, Fergus. Will you think of her too?
",1,0,0,0,7,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A28TXBSZPWMEU9,A2QH1BQA6GR48O,ANVEDG15GV3QE,0.7
Random,596018," Yes it is.  Can we please not do that? Please?  Cause it is.
",1,0,0,0,10,A233ONYNWKDIYF,A2WKPCZU4U110T,A6YO9886DY2SC,AO5E3LWBYM72K,A1DTQSIIYIZL62,1
Random,363654," Well, that was a very promising start. By my calculations, you should be starting to feel alright again. Yes? Dr. Brodsky's pleased with you. Now tomorrow there'll be two sessions, of course, morning and afternoon.
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,A3IHLWMZNBLUR4,0.5
Random,331769," Not all experiences are good, Bianca. You can't always trust the people you want to.
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,AIPK94CUWL45W,0.5
Random,101183," Oh, come, Madam -- please come. 
",1,0,0,0,7,A233ONYNWKDIYF,AZN83WTGUR1JZ,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A29B522D0BX6HN,0.7
Random,493501," Oh, Mac ran up this little crowd-pleaser.
",1,0,0,0,7,A2UFD1I8ZO1V4G,A7GFJUB1W93A2,A1BJTTNDDFZ3ZP,A3E157ZN8XPUKJ,A1RT9SQ9D9DLOV,0.7
Random,483696," Did you tell him you did?
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,0.5
Random,117569," You will do as you please.  It seems to me that such a matter can hardly be discussed until after people know each other.  Do you not agree?
",1,0,0,0,3,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A3GOI327COFGY5,A3RAW3BLRGAIVQ,0.3
Random,128944," Just a little, please. Bad for the teeth.
",1,0,0,0,7,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AVHARSCRX7M9E,A13CO3B2BRXQLZ,AEYHIQUDWJ3KV,0.7
Random,224970," If God intends you to go, then you will go.
",1,0,0,0,5,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28ZB4ZB13BWAI,A2AMGE57IJVSHF,A29B522D0BX6HN,0.5
Random,476109," It's just a party. Daddy, but I knew you'd forbid me to go since ""Gloria Steinem"" over there isn't going --
",1,0,0,0,5,A233ONYNWKDIYF,APDWVWS2HMSFD,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A3IHLWMZNBLUR4,0.5
Random,551502," It's hers, you schmuck.  Look, Rose, I... I don't know what to say to a woman who tries to jump off the Titanic when it's not sinking, and jumps back onto it when it is... we're not dealing with logic here, I know that... but please... think about this a second.
",1,0,0,0,1,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,AIPXB863TARAK,AIPK94CUWL45W,0.1
Random,576605," I could be gone for years.
",1,0,0,0,5,AZN83WTGUR1JZ,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3GOI327COFGY5,A2AMGE57IJVSHF,0.5
Random,204849," So how'd you get Chapin to look the other way?
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A3IHLWMZNBLUR4,A3FYTE61RANQTF,0.5
Random,119791," Could we have you in here, please...7
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,0.7
Random,536120," Watching the bitch trash my car doesn't count as a date.
",1,0,0,0,1,A233ONYNWKDIYF,A2WKPCZU4U110T,A302M81U0HM7RJ,A2LTFK382VHMWY,AZOAW8JH5HJJK,0.1
Random,626929," That is a thought that doesn't please me.
",1,0,0,0,5,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,A22CF8BF9YQND7,0.5
Random,626927," So what ' s up with your dad?  He a pain in the ass?
",1,0,0,0,1,AW6UIL04MLQ9N,AYG3MF094634L,A2LBBOZZ22O24L,A1TLLJDX8H4JP1,A1F4D2PZ7NNWTL,0.1
Random,575597," W-well, please be candid.  I, I-I don't want you to feel bad.
",1,0,0,0,7,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,AIPK94CUWL45W,0.7
Random,555215," Oh my God, does this mean you're becoming normal?
",1,0,0,0,7,AW6UIL04MLQ9N,AO5E3LWBYM72K,A3MN5VOZFQPNZF,A24VFD1THQRMFO,A3R708BQ3N67PY,0.7
Random,618958," James... I can't begin to tell you how pleased we all are.  Congratulations, and I really mean it.
",1,0,0,0,10,A233ONYNWKDIYF,AYG3MF094634L,A2MWGIVIKOXWYM,A22CF8BF9YQND7,A38N58BSMTA0BE,1
Random,629913," Don't worry about him.  Think about yourself.
",1,0,0,0,5,A2ZABRSFZKUOKV,AC25X12LNYY6Y,A22CF8BF9YQND7,A13CO3B2BRXQLZ,A3HZVDLYFUZ7KE,0.5
Random,624167," I didn't care about the money.
",1,0,0,0,5,AYG3MF094634L,A1F4D2PZ7NNWTL,A3G7QIYLFOXFG7,AZOAW8JH5HJJK,A1Y3Z92RE62NPS,0.5
Random,624161," All right! Don't take them off. Do whatever you please. But shut up about it.
",1,0,0,0,3,A1486XFUE4FA27,A233ONYNWKDIYF,A3GEHPUTISVNB4,AO5E3LWBYM72K,AC25X12LNYY6Y,0.3
Random,423462," Brimmer! Could you come in here please?
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AVWFW00UYDVUD,AD1IH74UX9IAI,A38N58BSMTA0BE,0.7
Random,215347,"Give me another one, please.
",1,0,0,0,7,A233ONYNWKDIYF,A199E33VY97TR,AYG3MF094634L,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,0.7
Random,389087," I'm sorry.  Would you please rephrase the question.
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A1DTQSIIYIZL62,A38N58BSMTA0BE,0.7
Random,133758," We don't know that yet.  It's much too early.  There's a lot to be done.
",1,0,0,0,7,A233ONYNWKDIYF,AISPSIJ54U4SC,A199E33VY97TR,A3T3VES112CGFO,A1F4D2PZ7NNWTL,0.7
Random,603317," A Fender Strat. You bought this?
",1,0,0,0,3,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.3
Random,27229," Is that all that interests you? Gold?
",1,0,0,0,5,A16PRU8T6NZLN5,A1BJTTNDDFZ3ZP,AVHARSCRX7M9E,AQWC8BPA9JB7T,A1KC138MX47DXA,0.5
Random,21877," Just concentrate on the task at hand please. Listen to me. You should be giving ME this lecture.
",1,0,0,0,3,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A07479753QYCZ4D30VB72,A29B522D0BX6HN,AIPK94CUWL45W,0.3
Random,342064," But I don't mind telling you, I'm awful pleased my adventuring days is at an end...
",1,0,0,0,7,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A00613921OIEGJA322163,A19ZT0TQPFA2,0.7
Random,143," You better not fuck this up.  I'm heavily invested.
",1,0,0,0,1,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A13CO3B2BRXQLZ,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.1
Random,345282," Been crying? That won't please your Daddy. You'd bettor cheer yourself up.
",1,0,0,0,7,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,AYG3MF094634L,A3EJ5TT2ZGBIDA,A2BE71BN177IH3,0.7
Random,514311," Forgive me, Don Colon.  But what about gold?
",1,0,0,0,7,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,0.7
Random,191008," Listen to you!  You sound like Betty, all pissed off because Archie is taking Veronica.
",1,0,0,0,3,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,AIPXB863TARAK,AIPK94CUWL45W,0.3
Random,205467," Mr. Powers, please. I know that you must be a little confused, but we have a very serious situation at hand. I would appreciate it if you'd concentrate on our mission and give your libido a rest.
",1,0,0,0,5,APDWVWS2HMSFD,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,AIPK94CUWL45W,0.5
Random,201981," Chief - I know I screwed up - but this guy was no innocent civilian.
",1,0,0,0,3,A2UFD1I8ZO1V4G,A1UEZLJ583HSV5,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,AIPK94CUWL45W,0.3
Random,626822," Not the hacking and gagging and spitting part.  Please.
",1,0,0,0,7,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,A2X19WQ6ZDDVY4,AYG3MF094634L,A37ADCYLCSB5O2,0.7
Random,476701," Air Force One, please reduce speed to 250 knots.
",1,0,0,0,7,AYG3MF094634L,A2JG59YYWBBC5C,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,A2JKFTV0JXWMI6,0.7
Random,420846," Sir, please accept my commission from Congress... and...  You must see this portrait of my beautiful wife, Adrienne, we had the most perfect little baby girl just before I left.  Her name is Henriette...
",1,0,0,0,7,A16PRU8T6NZLN5,A2UFD1I8ZO1V4G,A2UBXHCHM2I6IL,A37ADCYLCSB5O2,A13CO3B2BRXQLZ,0.7
Random,421765," If you don't mind, mam, I'd be mighty pleased if you'd go out and have some coffee and pie with me.
",1,0,0,0,7,APDWVWS2HMSFD,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,AIPK94CUWL45W,0.7
